Word	Wordnet Synset	Wordnet ID	Wordnet ID2	Wordnet ID3	uniqueID
napkin ring	napkin_ring	n03807780	napkin_ring%1:06:00::	napkin_ring#1	napkin_ring
navel	navel, umbilicus, bellybutton, belly_button, omphalos, omphalus	n05556595	navel%1:08:00::	navel#1	navel
neck	neck, cervix	n05546540	neck%1:08:00::	neck#1	neck
necklace	necklace	n03814906	necklace%1:06:00::	necklace#1	necklace
needle	needle	n03816136	needle%1:06:00::	needle#3	needle
nest	nest	n09369169	nest%1:17:00::	nest#1	nest
net	net, network, mesh, meshing, meshwork	n03819595	net%1:06:00::	net#6	net
nightshirt	nightshirt	n03824999	nightshirt%1:06:00::	nightshirt#1	nightshirt
nightstand	nightstand				nightstand
noisemaker	noisemaker	n03827536	noisemaker%1:06:00::	noisemaker#1	noisemaker
noodle	noodle	n07699584	noodle%1:13:00::	noodle#1	noodle
noose	noose, running_noose, slip_noose	n03829563	noose%1:06:01::	noose#2	noose
nose	nose, olfactory_organ	n05598147	nose%1:08:00::	nose#1	nose
notebook	notebook	n06415419	notebook%1:10:00::	notebook#1	notebook
notepad	notepad	n15021085	notepad%1:27:00::	notepad#1	notepad
nut	nut	n13136556	nut%1:20:00::	nut#1	nut
nutcracker	nutcracker	n03836602	nutcracker%1:06:00::	nutcracker#1	nutcracker
oar	oar	n03837422	oar%1:06:00::	oar#1	oar
oatmeal	oatmeal, burgoo	n07874995	oatmeal%1:13:00::	oatmeal#1	oatmeal
octopus	octopus, devilfish	n01970164	octopus%1:05:00::	octopus#2	octopus
odometer	odometer, hodometer, mileometer, milometer	n03841143	odometer%1:06:00::	odometer#1	odometer
oil	vegetable_oil, oil	n07689142	oil%1:13:00::	oil#4	oil
oilcan	oilcan	n03843316	oilcan%1:06:00::	oilcan#1	oilcan
okra	okra	n12172364	okra%1:20:02::	okra#1	okra
olive	olive	n12301445	olive%1:20:01::	olive#1	olive
omelet	omelet, omelette	n07842753	omelet%1:13:00::	omelet#1	omelet
onion	onion	n12433081	onion%1:20:02::	onion#1	onion
orange	orange	n07747607	orange%1:13:00::	orange#1	orange
orange rind	orange_peel, orange_rind	n07738905	orange_rind%1:13:00::	orange_rind#1	orange_rind
orangutan	orangutan, orang, orangutang, Pongo_pygmaeus	n02480495	orang%1:05:00::	orang#1	orangutan
orchid	orchid, orchidaceous_plant	n12041446	orchid%1:20:00::	orchid#1	orchid
organ	organ, pipe_organ	n03854065	organ%1:06:00::	organ#5	organ
origami	origami	n00936456	origami%1:04:00::	origami#1	origami
ostrich	ostrich, Struthio_camelus	n01518878	ostrich%1:05:00::	ostrich#2	ostrich
otter	otter	n02444819	otter%1:05:00::	otter#2	otter
ottoman	ottoman, pouf, pouffe, puff, hassock	n03858418	ottoman%1:06:00::	ottoman#1	ottoman
outfit	outfit, getup, rig, turnout	n03859958	outfit%1:06:01::	outfit#2	outfit
outlet	wall_socket, wall_plug, electric_outlet, electrical_outlet, outlet, electric_receptacle	n04548771	outlet%1:06:02::	outlet#2	outlet
oven	oven	n03862676	oven%1:06:00::	oven#1	oven
overalls	overall	n03863108	overall%1:06:00::	overall#1	overalls
owl	owl, bird_of_Minerva, bird_of_night, hooter	n01621127	owl%1:05:00::	owl#1	owl
oyster	oyster	n01960459	oyster%1:05:00::	oyster#1	oyster
pacifier	"comforter, pacifier, u""baby's_dummy"", teething_ring"	n03075768	pacifier%1:06:00::	pacifier#3	pacifier
paddle	paddle, boat_paddle	n03873416	paddle%1:06:00::	paddle#4	paddle
padlock	padlock	n03874599	padlock%1:06:00::	padlock#1	padlock
paint	paint, pigment	n03875218	paint%1:06:00::	paint#1	paint
paintbrush	paintbrush	n03876231	paintbrush%1:06:00::	paintbrush#1	paintbrush
painting	painting, picture	n03876519	painting%1:06:00::	painting#1	painting
pajamas	"pajama, pyjama, u""pj's"", jammies"	n03877472	pajama%1:06:00::	pajama#2	pajamas
palette	palette, pallet	n03878674	palette%1:06:00::	palette#2	palette
pallet	pallet	n03879582	pallet%1:06:03::	pallet#2	pallet
palm tree	palm, palm_tree	n12582231	palm%1:20:00::	palm#3	palm_tree
pan	pan, cooking_pan	n03880531	pan%1:06:01::	pan#1	pan
pancake	pancake, battercake, flannel_cake, flannel-cake, flapcake, flapjack, griddlecake, hotcake, hot_cake	n07640203	pancake%1:13:00::	pancake#1	pancake
panda	giant_panda, panda, panda_bear, coon_bear, Ailuropoda_melanoleuca	n02510455	panda%1:05:01::	panda#1	panda
panther	panther	n02128669	panther%1:05:02::	panther#2	panther
panties	pantie, panty, scanty, step-in	n03885028	pantie%1:06:00::	pantie#1	panties
pants	trouser, pant	n04489008	pant%1:06:00::	pant#2	pants
pantsuit	pants_suit, pantsuit	n03885669	pants_suit%1:06:00::	pants_suit#1	pantsuit
pantyhose	pantyhose	n03885904	pantyhose%1:06:00::	pantyhose#1	pantyhose
papaya	papaya	n07762244	papaya%1:13:00::	papaya#2	papaya
paper	paper	n14974264	paper%1:27:00::	paper#1	paper
paper bag	sack, poke, paper_bag, carrier_bag	n04122825	paper_bag%1:06:00::	paper_bag#1	paper_bag
paper plate	paper_plate	n03887603	paper_plate%1:06:00::	paper_plate#1	paper_plate
paper towel	paper_towel	n03887697	paper_towel%1:06:00::	paper_towel#1	paper_towel
paperclip	paper_clip, paperclip, gem_clip	n03886762	paperclip%1:06:00::	paperclip#1	paperclip
paperweight	paperweight	n03887797	paperweight%1:06:00::	paperweight#1	paperweight
parachute	parachute, chute	n03888257	parachute%1:06:00::	parachute#1	parachute
parfait	parfait	n07616386	parfait%1:13:00::	parfait#1	parfait
parking meter	parking_meter	n03891332	parking_meter%1:06:00::	parking_meter#1	parking_meter
parrot	parrot	n01816887	parrot%1:05:00::	parrot#1	parrot
parsley	parsley	n07819896	parsley%1:13:00::	parsley#2	parsley
pasta	pasta, alimentary_paste	n07698915	pasta%1:13:00::	pasta#2	pasta
pastry	pastry	n07622708	pastry%1:13:00::	pastry#2	pastry
patch	patch	n03897943	patch%1:06:00::	patch#3	patch
patty	patty, cake	n07663899	patty%1:13:03::	patty#1	patty
payphone	payphone				payphone
pea	pea	n12560282	pea%1:20:02::	pea#2	pea
peach	peach	n07751004	peach%1:13:00::	peach#3	peach
peacock	peacock	n01806143	peacock%1:05:01::	peacock#2	peacock
peanut	peanut	n11748811	peanut%1:20:02::	peanut#1	peanut
peanut butter	peanut_butter	n07855510	peanut_butter%1:13:00::	peanut_butter#1	peanut_butter
pear	pear	n07767847	pear%1:13:00::	pear#1	pear
pearl	pearl	n13372403	pearl%1:21:00::	pearl#1	pearl
pecan	pecan	n07774719	pecan%1:13:00::	pecan#3	pecan
pedal	pedal, treadle, foot_pedal, foot_lever	n03903424	pedal%1:06:00::	pedal#2	pedal
pedometer	pedometer	n03904782	pedometer%1:06:00::	pedometer#1	pedometer
peeler	peeler	n03904909	peeler%1:06:00::	peeler#3	peeler
peg	peg, nog	n03905540	peg%1:06:00::	peg#1	peg
pelican	pelican	n02051845	pelican%1:05:00::	pelican#1	pelican
pen	pen	n03906997	pen%1:06:00::	pen#1	pen
pencil	pencil	n03908204	pencil%1:06:00::	pencil#1	pencil
pencil sharpener	pencil_sharpener	n03908714	pencil_sharpener%1:06:00::	pencil_sharpener#1	pencil_sharpener
pendulum	pendulum	n03909160	pendulum%1:06:00::	pendulum#1	pendulum
penguin	penguin	n02055803	penguin%1:05:00::	penguin#1	penguin
penholder	penholder				penholder
penlight	penlight	n03911767	penlight%1:06:00::	penlight#1	penlight
pennant	pennant	n06875288	pennant%1:10:00::	pennant#2	pennant
pepper mill	pepper_mill, pepper_grinder	n03914337	pepper_mill%1:06:00::	pepper_mill#1	pepper_mill
pepper	pepper, peppercorn	n07815588	pepper%1:13:01::	pepper#3	pepper1
pepper	pepper	n07720442	pepper%1:13:02::	pepper#4	pepper2
peppermint	peppermint, peppermint_candy	n07606538	peppermint%1:13:01::	peppermint#3	peppermint
pepperoni	pepperoni	n07677480	pepperoni%1:13:00::	pepperoni#1	pepperoni
perfume	perfume, essence	n03916031	perfume%1:06:00::	perfume#2	perfume
periscope	periscope	n03917048	periscope%1:06:00::	periscope#1	periscope
pesto	pesto	n07832416	pesto%1:13:00::	pesto#1	pesto
pet food	petfood, pet-food, pet_food	n07805731	pet-food%1:13:00::	pet-food#1	pet_food
petal	petal, flower_petal	n11690455	petal%1:20:00::	petal#1	petal
petri dish	Petri_dish	n03920288	petri_dish%1:06:00::	Petri_dish#1	petri_dish
pheasant	pheasant	n01803078	pheasant%1:05:00::	pheasant#1	pheasant
phone	telephone, phone, telephone_set	n04401088	phone%1:06:00::	phone#1	phone
phone booth	telephone_booth, phone_booth, call_box, telephone_box, telephone_kiosk	n04401680	phone_booth%1:06:00::	phone_booth#1	phone_booth
photo booth	photo_booth				photo_booth
photograph	photograph, photo, exposure, picture, pic	n03925226	photo%1:06:00::	photo#1	photograph
piano	piano, pianoforte, forte-piano	n03928116	piano%1:06:00::	piano#1	piano
pickax	pick, pickax, pickaxe	n03929202	pickax%1:06:00::	pickax#1	pickax
pickle	pickle	n07824988	pickle%1:13:00::	pickle#1	pickle
pie	pie	n07625493	pie%1:13:00::	pie#1	pie
piecrust	pie_crust, pie_shell	n07623263	pie_crust%1:13:00::	pie_crust#1	piecrust
pig	hog, pig, grunter, squealer, Sus_scrofa	n02395406	pig%1:05:00::	pig#1	pig
pigeon	pigeon	n01811909	pigeon%1:05:00::	pigeon#1	pigeon
piggy bank	piggy_bank, penny_bank	n03935335	piggy_bank%1:06:00::	piggy_bank#1	piggy_bank
piglet	piglet, piggy, shoat, shote	n02395694	piglet%1:05:00::	piglet#1	piglet
pill	pill, lozenge, tablet, tab	n03936568	pill%1:06:00::	pill#2	pill
pillbox	pillbox	n03937751	pillbox%1:06:01::	pillbox#2	pillbox
pillow	pillow	n03938244	pillow%1:06:00::	pillow#1	pillow
pin	pin	n03940256	pin%1:06:00::	pin#8	pin
pinball	pinball, pinball_game	n00459284	pinball%1:04:00::	pinball#1	pinball
pincushion	pincushion	n03942126	pincushion%1:06:00::	pincushion#1	pincushion
pine needle	acerate_leaf, needle	n13157595	needle%1:20:00::	needle#1	pine_needle
pine tree	pine, pine_tree, true_pine	n11608250	pine%1:20:00::	pine#1	pine_tree
pineapple	pineapple, ananas	n07753275	pineapple%1:13:00::	pineapple#2	pineapple
pinecone	pinecone	n11683331	pinecone%1:20:00::	pinecone#1	pinecone
ping-pong table	table-tennis_table, ping-pong_table, pingpong_table	n04381587	ping-pong_table%1:06:00::	ping-pong_table#1	ping-pong_table
pinwheel	pinwheel, pinwheel_wind_collector	n03944138	pinwheel%1:06:01::	pinwheel#3	pinwheel
pipe	pipe, tobacco_pipe	n03945167	pipe%1:06:01::	pipe#1	pipe1
pipe	pipe, pipage, piping	n03944672	pipe%1:06:00::	pipe#2	pipe2
pistachio	pistachio, pistachio_nut	n07775050	pistachio%1:13:00::	pistachio#2	pistachio
pita	pita, pocket_bread	n07683617	pita%1:13:00::	pita#1	pita
pitcher	pitcher, ewer	n03950228	pitcher%1:06:00::	pitcher#2	pitcher
pitchfork	pitchfork	n03950359	pitchfork%1:06:00::	pitchfork#1	pitchfork
pizza	pizza, pizza_pie	n07873807	pizza%1:13:00::	pizza#1	pizza
place mat	place_mat	n03952886	place_mat%1:06:00::	place_mat#1	place_mat
plant	plant, flora, plant_life	n00017222	plant%1:03:00::	plant#2	plant
plaster cast	cast, plaster_cast, plaster_bandage	n02979836	plaster_cast%1:06:00::	plaster_cast#1	plaster_cast
plastic film	film, plastic_film	n03339296	plastic_film%1:06:00::	plastic_film#1	plastic_film
plate	plate	n03959485	plate%1:06:00::	plate#4	plate
platypus	platypus, duckbill, duckbilled_platypus, duck-billed_platypus, Ornithorhynchus_anatinus	n01873310	platypus%1:05:00::	platypus#1	platypus
playing card	playing_card	n03963982	playing_card%1:06:00::	playing_card#1	playing_card
playpen	playpen, pen	n03964495	playpen%1:06:00::	playpen#1	playpen
pliers	pliers, pair_of_pliers, plyers	n03966976	pliers%1:06:00::	pliers#1	pliers
plug	plug, male_plug	n03968293	plug%1:06:03::	plug#5	plug
plum	plum	n07751451	plum%1:13:00::	plum#2	plum
plunger	"plunger, u""plumber's_helper""]"	n03970156	plunger%1:06:01::	plunger#3	plunger
pocket	pocket	n03972524	pocket%1:06:00::	pocket#1	pocket
pocket watch	pocket_watch	n03973839	pocket_watch%1:06:00::	pocket_watch#1	pocket_watch
pocketknife	pocketknife, pocket_knife	n03973628	pocketknife%1:06:00::	pocketknife#1	pocketknife
pogo stick	pogo_stick	n03974070	pogo_stick%1:06:00::	pogo_stick#1	pogo_stick
poinsettia	poinsettia, Christmas_star, Christmas_flower, lobster_plant, Mexican_flameleaf, painted_leaf, Euphorbia_pulcherrima	n12920204	poinsettia%1:20:00::	poinsettia#1	poinsettia
poker	poker, stove_poker, fire_hook, salamander	n03975926	poker%1:06:00::	poker#1	poker
polar bear	ice_bear, polar_bear, Ursus_Maritimus, Thalarctos_maritimus	n02134084	polar_bear%1:05:00::	polar_bear#1	polar_bear
polaroid	Polaroid	n03976268	polaroid%1:06:00::	Polaroid#1	polaroid
pole	pole	n03976657	pole%1:06:00::	pole#1	pole
police car	cruiser, police_cruiser, patrol_car, police_car, prowl_car, squad_car	n03141065	police_car%1:06:00::	police_car#1	police_car
polisher	buffer, polisher	n02911332	polisher%1:06:00::	polisher#1	polisher
polo shirt	polo_shirt, sport_shirt	n03978966	polo_shirt%1:06:00::	polo_shirt#1	polo_shirt
polygraph	polygraph	n03979492	polygraph%1:06:00::	polygraph#1	polygraph
pom-pom	pompon, pom-pom	n03980734	pom-pom%1:06:01::	pom-pom#1	pom-pom
pomegranate	pomegranate	n07768694	pomegranate%1:13:00::	pomegranate#2	pomegranate
pony	pony	n02382437	pony%1:05:01::	pony#5	pony
poodle	poodle, poodle_dog	n02113335	poodle%1:05:00::	poodle#1	poodle
pool table	pool_table, billiard_table, snooker_table	n03982430	pool_table%1:06:00::	pool_table#1	pool_table
popcorn	popcorn	n07732636	popcorn%1:13:00::	popcorn#2	popcorn
poppy	poppy	n11900569	poppy%1:20:00::	poppy#1	poppy
popsicle	ice_lolly, lolly, lollipop, popsicle	n07615774	popsicle%1:13:00::	popsicle#1	popsicle
porcupine	porcupine, hedgehog	n02346627	porcupine%1:05:00::	porcupine#1	porcupine
porthole	porthole	n03986562	porthole%1:06:00::	porthole#1	porthole
possum	opossum, possum	n01874928	possum%1:05:01::	possum#1	possum
poster	poster				poster
pot	pot	n03990474	pot%1:06:00::	pot#1	pot
potato	potato, white_potato, Irish_potato, murphy, spud, tater	n07710616	potato%1:13:00::	potato#1	potato
potholder	potholder	n03992115	potholder%1:06:00::	potholder#1	potholder
pothole	pothole, chuckhole	n09398076	pothole%1:17:00::	pothole#1	pothole
potpie	potpie	n07875152	potpie%1:13:00::	potpie#1	potpie
potpourri	potpourri	n03992325	potpourri%1:06:00::	potpourri#3	potpourri
powder	powder, pulverization, pulverisation	n14997012	powder%1:27:00::	powder#1	powder
power line	power_line, power_cable	n03995535	power_line%1:06:00::	power_line#1	power_line
praying mantis	praying_mantis, praying_mantid, Mantis_religioso	n02236241	praying_mantis%1:05:00::	praying_mantis#1	praying_mantis
pretzel	pretzel	n07695742	pretzel%1:13:00::	pretzel#1	pretzel
printer	printer, printing_machine	n04004475	printer%1:06:00::	printer#3	printer
prism	prism, optical_prism	n04005340	prism%1:06:00::	prism#2	prism
projector	projector	n04009552	projector%1:06:00::	projector#2	projector
propeller	propeller, propellor	n04011827	propeller%1:06:00::	propeller#1	propeller
prune	prune	n07752602	prune%1:13:00::	prune#1	prune
puck	puck, hockey_puck	n04019541	puck%1:06:00::	puck#1	puck
pudding	pudding	n07612632	pudding%1:13:00::	pudding#3	pudding
puddle	pool, puddle	n09397607	puddle%1:17:00::	puddle#2	puddle
puffin	puffin	n02047614	puffin%1:05:00::	puffin#1	puffin
pug	pug, pug-dog	n02110958	pug%1:05:00::	pug#1	pug
pulley	pulley, pulley-block, pulley_block, block	n04020298	pulley%1:06:00::	pulley#1	pulley
pulpit	dais, podium, pulpit, rostrum, ambo, stump, soapbox	n03159640	pulpit%1:06:00::	pulpit#1	pulpit
pump	pump	n04021798	pump%1:06:00::	pump#1	pump
pumpkin	pumpkin	n07735510	pumpkin%1:13:00::	pumpkin#2	pumpkin
punch	punch	n07930554	punch%1:13:00::	punch#2	punch1
punch	punch, puncher	n04023249	punch%1:06:00::	punch#3	punch2
punching bag	punching_bag, punch_bag, punching_ball, punchball	n04023962	punching_bag%1:06:00::	punching_bag#2	punching_bag
puppet	puppet	n04025130	puppet%1:06:00::	puppet#3	puppet
puppy	puppy	n01322604	puppy%1:05:00::	puppy#1	puppy
purse	purse	n04026417	purse%1:06:02::	purse#3	purse
quad	quad, quad_bike, atv				quad
quesadilla	quesadilla	n07881205	quesadilla%1:13:00::	quesadilla#1	quesadilla
quiche	quiche	n07619594	quiche%1:13:00::	quiche#1	quiche
quill	quill, quill_pen	n04033901	quill%1:06:00::	quill#1	quill
quilt	quilt, comforter, comfort, puff	n04033995	quilt%1:06:00::	quilt#1	quilt
rabbit	rabbit, coney, cony	n02324045	rabbit%1:05:00::	rabbit#1	rabbit
raccoon	raccoon, racoon	n02508021	raccoon%1:05:00::	raccoon#2	raccoon
racehorse	racehorse, race_horse, bangtail	n02382948	racehorse%1:05:00::	racehorse#1	racehorse
rack	rack	n04038727	rack%1:06:01::	rack#1	rack1
rack	rack, stand	n04038440	rack%1:06:00::	rack#5	rack2
racket	racket, racquet	n04039381	racket%1:06:00::	racket#4	racket
radar	radar, microwave_radar, radio_detection_and_ranging, radiolocation	n04039848	radar%1:06:00::	radar#1	radar
radiator	radiator	n04041069	radiator%1:06:02::	radiator#2	radiator
radio	radio_receiver, receiving_set, radio_set, radio, tuner, wireless	n04043733	radio%1:06:01::	radio#2	radio
radish	radish	n07735687	radish%1:13:00::	radish#1	radish
raft	raft	n04045397	raft%1:06:00::	raft#1	raft
rag	rag, shred, tag, tag_end, tatter	n04045941	rag%1:06:00::	rag#1	rag
railing	railing, rail	n04047401	rail%1:06:02::	rail#1	railing
rain gauge	rain_gauge, rain_gage, pluviometer, udometer	n04049585	rain_gauge%1:06:00::	rain_gauge#1	rain_gauge
raincoat	raincoat, waterproof	n04049405	raincoat%1:06:00::	raincoat#1	raincoat
raisin	raisin	n07752664	raisin%1:13:00::	raisin#1	raisin
rake	rake	n04050066	rake%1:06:00::	rake#3	rake
ram	ram, tup	n02412080	ram%1:05:00::	ram#2	ram
ramp	ramp, incline	n04051549	ramp%1:06:00::	ramp#1	ramp
raspberry	raspberry	n07745466	raspberry%1:13:00::	raspberry#2	raspberry
rat	rat	n02331046	rat%1:05:00::	rat#1	rat
ratchet	ratchet, rachet, ratch	n04055180	ratch%1:06:00::	ratch#1	ratchet
rattle	rattle	n04056289	rattle%1:06:00::	rattle#2	rattle
rattlesnake	rattlesnake, rattler	n01754876	rattlesnake%1:05:00::	rattlesnake#1	rattlesnake
ravioli	ravioli, cappelletti	n07701244	ravioli%1:13:00::	ravioli#1	ravioli
razor	razor	n04057047	razor%1:06:00::	razor#1	razor
razor blade	razorblade	n04057215	razorblade%1:06:00::	razorblade#1	razor_blade
ready meal	ready_meal, TV_dinner				ready_meal
rearview mirror	rearview_mirror	n04059947	rearview_mirror%1:06:00::	rearview_mirror#1	rearview_mirror
recliner	recliner, reclining_chair, lounger	n04062428	recliner%1:06:00::	recliner#1	recliner
record	phonograph_record, phonograph_recording, record, disk, disc, platter	n03924069	record%1:06:00::	record#2	record
record player	record_player, phonograph	n04064401	record_player%1:06:00::	record_player#1	record_player
recorder	fipple_flute, fipple_pipe, recorder, vertical_flute	n03343354	recorder%1:06:00::	recorder#4	recorder
red carpet	red_carpet	n04066270	red_carpet%1:06:00::	red_carpet#1	red_carpet
reel	reel	n04067658	reel%1:06:02::	reel#1	reel
refrigerator	refrigerator, icebox	n04070727	refrigerator%1:06:00::	refrigerator#1	refrigerator
reindeer	caribou, reindeer, Greenland_caribou, Rangifer_tarandus	n02433925	reindeer%1:05:00::	reindeer#1	reindeer
remote control	remote_control, remote	n04074963	remote%1:06:00::	remote#1	remote_control
retainer	retainer	n04082562	retainer%1:06:00::	retainer#3	retainer
revolver	revolver, six-gun, six-shooter	n04086273	revolver%1:06:00::	revolver#1	revolver
revolving door	revolving_door, revolver	n04086446	revolving_door%1:06:00::	revolving_door#2	revolving_door
rhinoceros	rhinoceros, rhino	n02391994	rhino%1:05:00::	rhino#1	rhinoceros
rhubarb	pieplant, rhubarb	n07713267	rhubarb%1:13:00::	rhubarb#1	rhubarb
ribbon	ribbon	n04087899	ribbon%1:06:00::	ribbon#4	ribbon
rice	rice	n07804323	rice%1:13:00::	rice#1	rice
rickshaw	jinrikisha, ricksha, rickshaw	n03599486	ricksha%1:06:00::	ricksha#1	rickshaw
rifle	rifle	n04090263	rifle%1:06:00::	rifle#1	rifle
rim	rim	n04092305	rim%1:06:02::	rim#3	rim
ring	ring, band	n04092609	ring%1:06:00::	ring#8	ring
riser	riser				riser
road sign	street_sign	n06794110	street_sign%1:10:00::	street_sign#1	road_sign
roadsweeper	roadsweeper, road_sweeper				roadsweeper
robe	robe	n04097866	robe%1:06:00::	robe#1	robe
robot	automaton, robot, golem	n02761392	robot%1:06:00::	robot#1	robot
rock	rock, stone	n09416076	rock%1:17:01::	rock#1	rock
rocket	rocket, rocket_engine	n04099175	rocket%1:06:00::	rocket#2	rocket
rocking chair	rocking_chair, rocker	n04099969	rocking_chair%1:06:00::	rocking_chair#1	rocking_chair
rocking horse	hobby, hobbyhorse, rocking_horse	n03523633	rocking_horse%1:06:00::	rocking_horse#1	rocking_horse
roll	bun, roll	n07680932	roll%1:13:00::	roll#7	roll
roller	roller	n04101497	roller%1:06:00::	roller#4	roller
roller coaster	roller_coaster, big_dipper, chute-the-chute	n04102406	roller_coaster%1:06:00::	roller_coaster#2	roller_coaster
rollerblade	Rollerblade	n04102162	rollerblade%1:06:00::	Rollerblade#1	rollerblade
rollerskate	roller_skate	n04102618	roller_skate%1:06:00::	roller_skate#1	rollerskate
rolling pin	rolling_pin	n04103206	rolling_pin%1:06:00::	rolling_pin#1	rolling_pin
roof rack	luggage_rack, roof_rack	n03696301	roof_rack%1:06:00::	roof_rack#1	roof_rack
rooster	cock, rooster	n01792158	rooster%1:05:00::	rooster#1	rooster
root	root	n13125117	root%1:20:00::	root#1	root
rope	rope	n04108268	rope%1:06:00::	rope#1	rope
rosary	rosary, prayer_beads	n04109335	rosary%1:06:00::	rosary#1	rosary
rose	rose, rosebush	n12620196	rose%1:20:00::	rose#1	rose
roulette wheel	roulette_wheel, wheel	n04113406	roulette_wheel%1:06:00::	roulette_wheel#1	roulette_wheel
router	router	n04114844	router%1:06:01::	router#2	router
rubber band	rubber_band, elastic_band, elastic	n04116098	rubber_band%1:06:00::	rubber_band#1	rubber_band
ruby	ruby	n13372262	ruby%1:21:00::	ruby#1	ruby
rudder	rudder	n04117216	rudder%1:06:00::	rudder#2	rudder
rug	rug, carpet, carpeting	n04118021	rug%1:06:00::	rug#1	rug
ruler	rule, ruler	n04118776	rule%1:06:00::	rule#12	ruler
rust	rust	n14889479	rust%1:27:00::	rust#1	rust
saddle	saddle	n04123740	saddle%1:06:00::	saddle#1	saddle
safety pin	safety_pin	n04127249	safety_pin%1:06:00::	safety_pin#1	safety_pin
saffron	saffron	n07827284	saffron%1:13:00::	saffron#2	saffron
sail	sail, canvas, canvass, sheet	n04127904	sail%1:06:00::	sail#1	sail
sailboat	sailboat, sailing_boat	n04128499	sailboat%1:06:00::	sailboat#1	sailboat
salad	salad	n07806221	salad%1:13:00::	salad#1	salad
salami	salami	n07677747	salami%1:13:00::	salami#1	salami
saltshaker	saltshaker, salt_shaker	n04131690	saltshaker%1:06:00::	saltshaker#1	saltshaker
sand	sand	n15019030	sand%1:27:00::	sand#1	sand
sandal	sandal	n04133789	sandal%1:06:00::	sandal#1	sandal
sandbag	sandbag	n04134008	sandbag%1:06:00::	sandbag#1	sandbag
sandbox	sandbox, sandpile, sandpit	n04134339	sandbox%1:06:00::	sandbox#2	sandbox
sandcastle	sandcastle, sand_castle				sandcastle
sandpaper	emery_paper, sandpaper	n14849880	sandpaper%1:27:00::	sandpaper#1	sandpaper
sandwich	sandwich	n07695965	sandwich%1:13:00::	sandwich#1	sandwich
sarcophagus	sarcophagus	n04136045	sarcophagus%1:06:00::	sarcophagus#1	sarcophagus
sardine	sardine, pilchard	n07794063	sardine%1:13:00::	sardine#1	sardine
satellite	satellite, artificial_satellite, orbiter	n04137444	satellite%1:06:00::	satellite#1	satellite
satellite dish	satellite_dish, dish, dish_aerial, dish_antenna, saucer	n03207305	saucer%1:06:02::	saucer#3	satellite_dish
sauce	sauce	n07829412	sauce%1:13:00::	sauce#1	sauce
saucer	saucer	n04139291	saucer%1:06:00::	saucer#2	saucer
sauerkraut	sauerkraut	n07876189	sauerkraut%1:13:00::	sauerkraut#1	sauerkraut
sausage	sausage	n07675627	sausage%1:13:00::	sausage#1	sausage
saw	saw	n04140064	saw%1:06:00::	saw#2	saw
sawhorse	sawhorse, horse, sawbuck, buck	n04140631	sawhorse%1:06:00::	sawhorse#1	sawhorse
saxophone	sax, saxophone	n04141076	saxophone%1:06:00::	saxophone#1	saxophone
scaffold	scaffold	n04141423	scaffold%1:06:00::	scaffold#2	scaffold
scaffolding	scaffolding, staging	n04141712	scaffolding%1:06:00::	scaffolding#1	scaffolding
scale	scale, weighing_machine	n04141975	scale%1:06:02::	scale#7	scale
scallion	green_onion, spring_onion, scallion	n07722485	scallion%1:13:00::	scallion#2	scallion
scallop	scallop, scollop, escallop	n07797641	scallop%1:13:00::	scallop#2	scallop
scalpel	scalpel	n04142434	scalpel%1:06:00::	scalpel#1	scalpel
scanner	scanner, digital_scanner, image_scanner	n04143140	scanner%1:06:02::	scanner#2	scanner
scarecrow	scarecrow, straw_man, strawman, bird-scarer, scarer	n04143712	scarecrow%1:06:00::	scarecrow#1	scarecrow
scarf	scarf	n04143897	scarf%1:06:00::	scarf#1	scarf
school bus	school_bus	n04146614	school_bus%1:06:00::	school_bus#1	school_bus
scissors	scissors, pair_of_scissors	n04148054	scissors%1:06:00::	scissors#1	scissors
scone	scone	n07690892	scone%1:13:00::	scone#1	scone
scoop	scoop	n04149083	scoop%1:06:00::	scoop#6	scoop
scooter	scooter	n04149374	scooter%1:06:00::	scooter#2	scooter
scoreboard	scoreboard	n04149813	scoreboard%1:06:00::	scoreboard#1	scoreboard
scorpion	scorpion	n01770393	scorpion%1:05:00::	scorpion#1	scorpion
scrabble	Scrabble	n00502161	scrabble%1:04:00::	Scrabble#1	scrabble
scrambled egg	scrambled_eggs, scrambled_egg	n07842308	scrambled_eggs%1:13:00::	scrambled_eggs#1	scrambled_egg
scraper	scraper	n04150980	scraper%1:06:00::	scraper#1	scraper
screen	screen, silver_screen, projection_screen	n04152829	screen%1:06:06::	screen#1	screen1
screen	screen	n04151581	screen%1:06:00::	screen#5	screen2
screw	screw	n04153751	screw%1:06:00::	screw#4	screw
screwdriver	screwdriver	n04154565	screwdriver%1:06:00::	screwdriver#1	screwdriver
scuba	aqualung, Aqua-Lung, scuba	n02731629	scuba%1:06:00::	scuba#1	scuba
sea urchin	sea_urchin	n02319095	sea_urchin%1:05:00::	sea_urchin#1	sea_urchin
seafood	seafood	n07776866	seafood%1:13:00::	seafood#1	seafood
seagull	gull, seagull, sea_gull	n02041246	seagull%1:05:00::	seagull#1	seagull
seahorse	seahorse, sea_horse	n01456756	seahorse%1:05:00::	seahorse#2	seahorse
seal	seal	n02076196	seal%1:05:00::	seal#8	seal
seaplane	seaplane, hydroplane	n04160586	seaplane%1:06:00::	seaplane#1	seaplane
