Word	Wordnet Synset	Wordnet ID	Wordnet ID2	Wordnet ID3	uniqueID
cigarette holder	cigarette_holder	n03031152	cigarette_holder%1:06:00::	cigarette_holder#1	cigarette_holder
cilantro	coriander, Chinese_parsley, cilantro	n07817315	cilantro%1:13:00::	cilantro#2	cilantro
cinnamon	cinnamon, cinnamon_bark	n11705052	cinnamon%1:20:02::	cinnamon#1	cinnamon
clam	clam	n01956481	clam%1:05:00::	clam#1	clam
clarinet	clarinet	n03037709	clarinet%1:06:00::	clarinet#1	clarinet
clasp	clasp	n03038281	clasp%1:06:00::	clasp#1	clasp
clay	clay	n14813182	clay%1:27:00::	clay#1	clay
cleat	cleat	n03041265	cleat%1:06:02::	cleat#1	cleat
cleaver	cleaver, meat_cleaver, chopper	n03041632	cleaver%1:06:00::	cleaver#1	cleaver
clipboard	clipboard	n03044418	clipboard%1:06:00::	clipboard#1	clipboard
clipper	clipper	n03045074	clipper%1:06:01::	clipper#3	clipper1
clipper	clipper	n03044934	clipper%1:06:00::	clipper#4	clipper2
cloak	cloak	n03045337	cloak%1:06:00::	cloak#2	cloak
clock	clock	n03046257	clock%1:06:00::	clock#1	clock
closet	wardrobe, closet, press	n04550184	closet%1:06:02::	closet#3	closet
clothes	apparel, wearing_apparel, dress, clothes	n02728440	clothes%1:06:00::	clothes#1	clothes
clothesline	clothesline	n03051152	clothesline%1:06:00::	clothesline#1	clothesline
clothespin	clothespin, clothes_pin, clothes_peg	n03051249	clothespin%1:06:00::	clothespin#1	clothespin
cloud	cloud	n09247410	cloud%1:17:00::	cloud#2	cloud
clove	clove	n07814487	clove%1:13:00::	clove#4	clove
clover	clover, trefoil	n11752578	clover%1:20:00::	clover#1	clover
coal	coal	n14814616	coal%1:27:00::	coal#1	coal
coaster	coaster	n03056701	coaster%1:06:00::	coaster#3	coaster
coat	coat	n03057021	coat%1:06:00::	coat#1	coat
coat rack	coatrack, coat_rack, hatrack	n03059103	coat_rack%1:06:00::	coat_rack#1	coat_rack
cobra	cobra	n01747885	cobra%1:05:00::	cobra#1	cobra
cockatoo	cockatoo	n01819115	cockatoo%1:05:00::	cockatoo#1	cockatoo
cockroach	cockroach, roach	n02233338	cockroach%1:05:00::	cockroach#1	cockroach
cocktail	cocktail	n07911677	cocktail%1:13:00::	cocktail#1	cocktail
coconut	coconut, cocoanut	n07772935	coconut%1:13:00::	coconut#2	coconut
cocoon	cocoon	n02312744	cocoon%1:05:00::	cocoon#1	cocoon
coffee	coffee, java	n07929519	coffee%1:13:00::	coffee#1	coffee
coffee bean	coffee_bean, coffee_berry, coffee	n07929351	coffee%1:13:01::	coffee#3	coffee_bean
coffee filter	coffee_filter	n03063199	coffee_filter%1:06:00::	coffee_filter#1	coffee_filter
coffee pot	coffeepot	n03063689	coffeepot%1:06:00::	coffeepot#1	coffee_pot
coffee table	coffee_table, cocktail_table	n03063968	coffee_table%1:06:00::	coffee_table#1	coffee_table
coffeemaker	coffee_maker	n03063338	coffee_maker%1:06:00::	coffee_maker#1	coffeemaker
coffin	coffin, casket	n03064758	coffin%1:06:00::	coffin#1	coffin
coil	coil	n03066029	coil%1:06:02::	coil#5	coil
coin	coin	n13388245	coin%1:21:02::	coin#1	coin
coleslaw	coleslaw, slaw	n07808587	coleslaw%1:13:00::	coleslaw#1	coleslaw
collar	collar	n03068486	collar%1:06:02::	collar#6	collar
column	column, pillar	n03073977	column%1:06:00::	column#7	column
comb	comb	n03074855	comb%1:06:00::	comb#1	comb
combination lock	combination_lock	n03075370	combination_lock%1:06:00::	combination_lock#1	combination_lock
comic book	comic_book	n06596364	comic_book%1:10:00::	comic_book#1	comic_book
compass	compass	n03080497	compass%1:06:00::	compass#1	compass
compost	compost	n14818101	compost%1:27:00::	compost#1	compost
computer	computer, computing_machine, computing_device, data_processor, electronic_computer, information_processing_system	n03082979	computer%1:06:00::	computer#1	computer
computer screen	computer_screen, computer_display	n03085602	computer_screen%1:06:00::	computer_screen#1	computer_screen
confetti	confetti	n03090278	confetti%1:06:00::	confetti#1	confetti
contact lens	contact, contact_lens	n03094159	contact%1:06:01::	contact#9	contact_lens
container	container	n03094503	container%1:06:00::	container#1	container
cooker	cooker	n03101156	cooker%1:06:00::	cooker#1	cooker
cookie	cookie, cooky, biscuit	n07635155	cookie%1:13:00::	cookie#1	cookie
cookie cutter	cookie_cutter	n03101517	cookie_cutter%1:06:00::	cookie_cutter#1	cookie_cutter
cookie sheet	cookie_sheet, baking_tray	n03101796	cookie_sheet%1:06:00::	cookie_sheet#1	cookie_sheet
cooler	cooler, ice_chest	n03102654	cooler%1:06:00::	cooler#1	cooler
coop	chicken_coop, coop, hencoop, henhouse	n03016389	coop%1:06:01::	coop#1	coop
copier	duplicator, copier	n03257586	copier%1:06:00::	copier#1	copier
coral	coral	n01915811	coral%1:05:00::	coral#4	coral
cord	cord, electric_cord	n03106898	cord%1:06:02::	cord#3	cord
cordon bleu	cordon_bleu				cordon_bleu
cork	cork, bottle_cork	n03108853	cork%1:06:00::	cork#3	cork
corkboard	corkboard	n14823376	corkboard%1:27:00::	corkboard#1	corkboard
corkscrew	corkscrew, bottle_screw	n03109150	corkscrew%1:06:00::	corkscrew#1	corkscrew
corn	corn, maize, Indian_corn, Zea_mays	n12143676	corn%1:20:00::	corn#1	corn
cornbread	cornbread	n07687789	cornbread%1:13:00::	cornbread#1	cornbread
cornhusk	cornhusk	n13139837	cornhusk%1:20:00::	cornhusk#1	cornhusk
cornmeal	cornmeal, Indian_meal	n07568095	cornmeal%1:13:00::	cornmeal#1	cornmeal
cornucopia	horn_of_plenty, cornucopia	n06808121	cornucopia%1:10:00::	cornucopia#1	cornucopia
corsage	corsage				corsage
corset	corset, girdle, stays	n03112869	corset%1:06:00::	corset#1	corset
costume	costume	n03114041	costume%1:06:02::	costume#2	costume
cot	cot, camp_bed	n03114504	cot%1:06:00::	cot#3	cot
cotton candy	cotton_candy, spun_sugar, candyfloss	n07605040	cotton_candy%1:13:00::	cotton_candy#1	cotton_candy
couch	sofa, couch, lounge	n04256520	couch%1:06:00::	couch#1	couch
cougar	cougar, puma, catamount, mountain_lion, painter, panther, Felis_concolor	n02125311	cougar%1:05:00::	cougar#1	cougar
counter	counter	n03116530	counter%1:06:00::	counter#1	counter
coverall	coverall	n03121897	coverall%1:06:02::	coverall#1	coverall
cow	cow, moo-cow	n02403454	cow%1:05:01::	cow#1	cow
coyote	coyote, prairie_wolf, brush_wolf, Canis_latrans	n02114855	coyote%1:05:00::	coyote#1	coyote
crab	crab	n01976957	crab%1:05:00::	crab#1	crab
cracker	cracker	n07681926	cracker%1:13:00::	cracker#1	cracker
cranberry	cranberry	n07743902	cranberry%1:13:00::	cranberry#2	cranberry
crane	crane	n03126707	crane%1:06:00::	crane#1	crane
crank	crank, starter	n03127024	crank%1:06:00::	crank#4	crank
crate	crate	n03127925	crate%1:06:00::	crate#1	crate
crayfish	crayfish, crawfish, crawdad, crawdaddy	n01985128	crayfish%1:05:02::	crayfish#3	crayfish
crayon	crayon, wax_crayon	n03128248	crayon%1:06:00::	crayon#1	crayon
cream	cream	n03128519	cream%1:06:00::	cream#3	cream
cream cheese	cream_cheese	n07851298	cream_cheese%1:13:00::	cream_cheese#1	cream_cheese
credit card	credit_card, charge_card, charge_plate, plastic	n13376012	credit_card%1:21:00::	credit_card#1	credit_card
creme brulee	creme_brulee	n07619409	creme_brulee%1:13:00::	creme_brulee#1	creme_brulee
crepe	crape, crepe, French_pancake	n07641138	crepe%1:13:00::	crepe#2	crepe
crib	crib, cot	n03131574	crib%1:06:00::	crib#1	crib
croissant	crescent_roll, croissant	n07691650	croissant%1:13:00::	croissant#1	croissant
cross	cross	n03135532	cross%1:06:01::	cross#1	cross
crossbow	crossbow	n03136369	crossbow%1:06:00::	crossbow#1	crossbow
crouton	crouton	n07682197	crouton%1:13:00::	crouton#1	crouton
crow	crow	n01579028	crow%1:05:00::	crow#1	crow
crowbar	crowbar, wrecking_bar, pry, pry_bar	n03138344	crowbar%1:06:00::	crowbar#1	crowbar
crown	crown, diadem	n03138669	crown%1:06:01::	crown#3	crown
crucifix	crucifix, rood, rood-tree	n03140292	crucifix%1:06:00::	crucifix#1	crucifix
cruise ship	cruise_ship, cruise_liner	n03141327	cruise_ship%1:06:00::	cruise_ship#1	cruise_ship
crumb	crumb	n07622261	crumb%1:13:00::	crumb#3	crumb
crutch	crutch	n03141823	crutch%1:06:00::	crutch#1	crutch
crystal ball	crystal_ball	n03143131	crystal_ball%1:06:00::	crystal_ball#1	crystal_ball
crystal	crystal	n14883206	crystal%1:27:00::	crystal#1	crystal1
crystal	crystal, crystallization	n09260466	crystal%1:17:00::	crystal#3	crystal2
cuckoo clock	cuckoo_clock	n03145147	cuckoo_clock%1:06:00::	cuckoo_clock#1	cuckoo_clock
cucumber	cucumber, cuke	n07718472	cucumber%1:13:00::	cucumber#2	cucumber
cufflink	cufflink	n03146075	cufflink%1:06:00::	cufflink#1	cufflink
cummerbund	cummerbund	n03147397	cummerbund%1:06:00::	cummerbund#1	cummerbund
cup	cup	n03147509	cup%1:06:00::	cup#1	cup
cupcake	cupcake	n07631023	cupcake%1:13:00::	cupcake#1	cupcake
curb	curb, curbing, kerb	n03148920	curb%1:06:00::	curb#1	curb
curling iron	curling_iron	n03150511	curling_iron%1:06:00::	curling_iron#1	curling_iron
curry	curry	n07823951	curry%1:13:00::	curry#1	curry
curtain	curtain, drape, drapery, mantle, pall	n03151077	curtain%1:06:00::	curtain#1	curtain
cushion	cushion	n03151500	cushion%1:06:00::	cushion#3	cushion
cutting board	chopping_board, cutting_board	n03025513	cutting_board%1:06:00::	cutting_board#1	cutting_board
cymbal	cymbal	n03157348	cymbal%1:06:00::	cymbal#1	cymbal
dagger	dagger, sticker	n03158885	dagger%1:06:00::	dagger#1	dagger
daisy	daisy	n11939491	daisy%1:20:00::	daisy#1	daisy
dalmatian	dalmatian, coach_dog, carriage_dog	n02110341	dalmatian%1:05:00::	dalmatian#1	dalmatian
dandelion	dandelion, blowball	n12024176	dandelion%1:20:00::	dandelion#1	dandelion
dart	dart	n03162818	dart%1:06:01::	dart#1	dart
dartboard	dartboard, dart_board	n03162940	dartboard%1:06:00::	dartboard#1	dartboard
dashboard	dashboard, fascia	n03163222	dashboard%1:06:00::	dashboard#2	dashboard
deer	deer, cervid	n02430045	deer%1:05:00::	deer#1	deer
defibrillator	defibrillator	n03171635	defibrillator%1:06:00::	defibrillator#1	defibrillator
denture	denture, dental_plate, plate	n03176386	denture%1:06:00::	denture#1	denture
deodorant	deodorant, deodourant	n03176594	deodorant%1:06:00::	deodorant#1	deodorant
desk	desk	n03179701	desk%1:06:00::	desk#1	desk
dessert	dessert, sweet, afters	n07609840	dessert%1:13:00::	dessert#1	dessert
detonator	detonator, detonating_device, cap	n03182232	detonator%1:06:00::	detonator#1	detonator
dial	dial, telephone_dial	n03186818	dial%1:06:01::	dial#4	dial
diamond	diamond	n13371958	diamond%1:21:00::	diamond#1	diamond
diaper	diaper, nappy, napkin	n03188531	diaper%1:06:00::	diaper#1	diaper
dice	die, dice	n03191029	dice%1:06:00::	dice#1	dice
dip	dip	n07582609	dip%1:13:00::	dip#4	dip
dirt bike	trail_bike, dirt_bike, scrambler	n04466871	dirt_bike%1:06:00::	dirt_bike#1	dirt_bike
dish	dish	n03206908	dish%1:06:00::	dish#1	dish
dishrag	dishrag, dishcloth	n03207743	dishrag%1:06:00::	dishrag#1	dishrag
dishwasher	dishwasher, dish_washer, dishwashing_machine	n03207941	dishwasher%1:06:00::	dishwasher#1	dishwasher
dishwashing liquid	dishwasher_detergent, dishwashing_detergent, dishwashing_liquid	n03208062	dishwashing_liquid%1:06:00::	dishwashing_liquid#1	dishwashing_liquid
diskette	diskette, floppy, floppy_disk	n03209910	diskette%1:06:00::	diskette#1	diskette
diving board	diving_board	n03216080	diving_board%1:06:00::	diving_board#1	diving_board
dog	dog, domestic_dog, Canis_familiaris	n02084071	dog%1:05:00::	dog#1	dog
dogfood	dog_food	n07805966	dog_food%1:13:00::	dog_food#1	dogfood
doghouse	kennel, doghouse, dog_house	n03610524	doghouse%1:06:00::	doghouse#1	doghouse
doily	doily, doyley, doyly	n03219010	doily%1:06:00::	doily#1	doily
doll	doll, dolly	n03219135	doll%1:06:00::	doll#1	doll
dollhouse	"dollhouse, u""doll's_house""]"	n03219362	dollhouse%1:06:00::	dollhouse#2	dollhouse
dolly	dolly	n03219612	dolly%1:06:01::	dolly#2	dolly
dolphin	dolphin	n02068974	dolphin%1:05:00::	dolphin#2	dolphin
domino	domino	n03220802	domino%1:06:00::	domino#3	domino
donkey	domestic_ass, donkey, Equus_asinus	n02389559	donkey%1:05:00::	donkey#2	donkey
donut	doughnut, donut, sinker	n07639069	donut%1:13:00::	donut#1	donut
door	door	n03221720	door%1:06:00::	door#1	door
doorbell	doorbell, bell, buzzer	n03222516	doorbell%1:06:00::	doorbell#1	doorbell
doorhandle	doorhandle, door_handle				doorhandle
doorknob	doorknob, doorhandle	n03222959	doorknob%1:06:00::	doorknob#1	doorknob
doorknocker	knocker, doorknocker, rapper	n03626760	doorknocker%1:06:00::	doorknocker#1	doorknocker
doormat	doormat, welcome_mat	n03223299	doormat%1:06:00::	doormat#2	doormat
doorstop	doorstop, doorstopper	n03223923	doorstop%1:06:00::	doorstop#1	doorstop
dough	dough	n07860988	dough%1:13:00::	dough#1	dough
dragonfly	"dragonfly, darning_needle, u""devil's_darning_needle"", sewing_needle, snake_feeder, snake_doctor, mosquito_hawk, skeeter_hawk"	n02268443	dragonfly%1:05:00::	dragonfly#1	dragonfly
drain	drain, drainpipe, waste_pipe	n03231912	drain%1:06:00::	drain#3	drain
drawer	drawer	n03233905	drawer%1:06:00::	drawer#1	drawer
dreidel	dreidel				dreidel
dress	dress, frock	n03236735	dress%1:06:00::	dress#1	dress
dresser	chest_of_drawers, chest, bureau, dresser	n03015254	dresser%1:06:00::	dresser#1	dresser
drill	drill	n03239726	drill%1:06:00::	drill#1	drill
drink	drink	n07885223	drink%1:13:04::	drink#1	drink
drum	drum, membranophone, tympan	n03249569	drum%1:06:00::	drum#1	drum
drumstick	drumstick	n03250847	drumstick%1:06:00::	drumstick#2	drumstick
dryer	dryer, drier	n03251766	dryer%1:06:00::	dryer#1	dryer
duck	duck	n01846331	duck%1:05:00::	duck#1	duck
duckling	duckling	n01847170	duckling%1:05:00::	duckling#2	duckling
duct	duct	n03253398	duct%1:06:00::	duct#3	duct
duct tape	duct_tape	n03253516	duct_tape%1:06:00::	duct_tape#1	duct_tape
duffel bag	duffel_bag, duffle_bag, duffel, duffle	n03253886	duffel%1:06:01::	duffel#1	duffel_bag
dumbbell	dumbbell	n03255030	dumbbell%1:06:00::	dumbbell#1	dumbbell
dumbwaiter	dumbwaiter, food_elevator	n03255322	dumbwaiter%1:06:00::	dumbwaiter#1	dumbwaiter
dumpling	dumpling, dumplings	n07702193	dumpling%1:13:01::	dumpling#1	dumpling
dumpster	Dumpster	n03256032	dumpster%1:06:00::	Dumpster#1	dumpster
duster	dustcloth, dustrag, duster	n03258330	duster%1:06:01::	duster#3	duster
dustpan	dustpan	n03259009	dustpan%1:06:00::	dustpan#2	dustpan
dynamite	dynamite	n03260293	dynamite%1:06:00::	dynamite#1	dynamite
eagle	eagle, bird_of_Jove	n01613294	eagle%1:05:00::	eagle#1	eagle
ear	ear	n05320899	ear%1:08:00::	ear#1	ear
earplug	earplug	n03262072	earplug%1:06:00::	earplug#2	earplug
earring	earring	n03262349	earring%1:06:00::	earring#1	earring
earwig	earwig	n02272871	earwig%1:05:00::	earwig#1	earwig
easel	easel	n03262809	easel%1:06:00::	easel#1	easel
easter egg	Easter_egg	n07841800	easter_egg%1:13:00::	Easter_egg#2	easter_egg
eclair	eclair	n07628691	eclair%1:13:00::	eclair#1	eclair
eel	eel	n02526121	eel%1:05:00::	eel#2	eel
egg	egg, eggs	n07840804	egg%1:13:00::	egg#2	egg
egg roll	egg_roll, spring_roll	n07866723	egg_roll%1:13:00::	egg_roll#1	egg_roll
eggbeater	eggbeater, eggwhisk	n03266371	eggbeater%1:06:00::	eggbeater#2	eggbeater
eggnog	eggnog	n07932039	eggnog%1:13:00::	eggnog#1	eggnog
eggplant	eggplant, aubergine, mad_apple	n07713074	eggplant%1:13:00::	eggplant#1	eggplant
eggshell	shell, eggshell	n09432430	eggshell%1:17:00::	eggshell#1	eggshell
elbow	elbow, elbow_joint, human_elbow, cubitus, cubital_joint, articulatio_cubiti	n05579944	elbow%1:08:00::	elbow#1	elbow
electric chair	electric_chair, chair, death_chair, hot_seat	n03271030	electric_chair%1:06:00::	electric_chair#1	electric_chair
elephant	elephant	n02503517	elephant%1:05:00::	elephant#1	elephant
emerald	emerald	n14849655	emerald%1:27:00::	emerald#1	emerald
enchilada	enchilada	n07867021	enchilada%1:13:00::	enchilada#1	enchilada
engine	engine	n03287733	engine%1:06:00::	engine#1	engine
envelope	envelope	n03291819	envelope%1:06:01::	envelope#1	envelope
eraser	eraser	n03294833	eraser%1:06:00::	eraser#1	eraser
espresso	espresso	n07920052	espresso%1:13:00::	espresso#1	espresso
exerciser	gymnastic_apparatus, exerciser	n03472232	exerciser%1:06:00::	exerciser#1	exerciser
exhaust pipe	exhaust_pipe	n03303510	exhaust_pipe%1:06:00::	exhaust_pipe#1	exhaust_pipe
extinguisher	fire_extinguisher, extinguisher, asphyxiator	n03345837	extinguisher%1:06:00::	extinguisher#1	extinguisher
eye	eye, oculus, optic	n05311054	eye%1:08:00::	eye#1	eye
eye patch	eyepatch, patch	n03309356	eyepatch%1:06:00::	eyepatch#1	eye_patch
eyedropper	dropper, eye_dropper	n03247083	eye_dropper%1:06:00::	eye_dropper#1	eyedropper
eyeliner	eyeliner	n03309110	eyeliner%1:06:00::	eyeliner#1	eyeliner
eyepiece	eyepiece, ocular	n03309465	eyepiece%1:06:00::	eyepiece#1	eyepiece
face	face, human_face	n05600637	face%1:08:00::	face#1	face
face mask	face_mask	n03314378	face_mask%1:06:00::	face_mask#1	face_mask
fan	fan	n03320046	fan%1:06:00::	fan#1	fan
fast food	fast_food	n07560193	fast_food%1:13:00::	fast_food#1	fast_food
faucet	faucet, spigot	n03325088	faucet%1:06:01::	faucet#1	faucet
feather	feather, plume, plumage	n01896031	feather%1:05:00::	feather#1	feather
fence	fence, fencing	n03327234	fence%1:06:00::	fence#1	fence
fencepost	fencepost, fence_post, fencing_post				fencepost
fern	fern	n11545714	fern%1:20:00::	fern#1	fern
ferret	ferret	n02443346	ferret%1:05:01::	ferret#2	ferret
ferris wheel	Ferris_wheel	n03329302	ferris_wheel%1:06:00::	Ferris_wheel#1	ferris_wheel
ferry	ferry, ferryboat	n03329663	ferry%1:06:00::	ferry#1	ferry
fig	fig	n07753113	fig%1:13:00::	fig#3	fig
figurine	figurine, statuette	n03336459	figurine%1:06:00::	figurine#1	figurine
file	file	n03336839	file%1:06:00::	file#4	file1
file	file				file2
filing cabinet	file, file_cabinet, filing_cabinet	n03337140	filing_cabinet%1:06:00::	filing_cabinet#1	filing_cabinet
film	film, photographic_film	n03338821	film%1:06:01::	film#3	film
filter	filter	n03339643	filter%1:06:00::	filter#1	filter
finger	finger	n05566504	finger%1:08:00::	finger#1	finger
fingerprint	fingerprint	n06644393	fingerprint%1:10:01::	fingerprint#1	fingerprint
fire	fire	n03343560	fire%1:06:00::	fire#4	fire
fire alarm	fire_alarm				fire_alarm
fire hydrant	fireplug, fire_hydrant, plug	n03346898	fire_hydrant%1:06:00::	fire_hydrant#1	fire_hydrant
fire pit	fire_pit, fireplace				fire_pit
firecracker	firecracker, cracker, banger	n03345115	firecracker%1:06:00::	firecracker#1	firecracker
fireplace	fireplace, hearth, open_fireplace	n03346455	fireplace%1:06:01::	fireplace#1	fireplace
firetruck	fire_engine, fire_truck	n03345487	fire_truck%1:06:00::	fire_truck#1	firetruck
firewood	firewood	n15100644	firewood%1:27:00::	firewood#1	firewood
fireworks	firework, pyrotechnic	n03348454	firework%1:06:00::	firework#1	fireworks
first-aid kit	first-aid_kit	n03349469	first-aid_kit%1:06:00::	first-aid_kit#1	first-aid_kit
fish	fish	n02512053	fish%1:05:00::	fish#1	fish
fishbowl	fishbowl, fish_bowl, goldfish_bowl	n03350204	fishbowl%1:06:00::	fishbowl#2	fishbowl
fishhook	fishhook	n03351151	fishhook%1:06:00::	fishhook#1	fishhook
fishing pole	fishing_rod, fishing_pole	n03351979	fishing_pole%1:06:00::	fishing_pole#1	fishing_pole
fishnet stockings	fishnet_stockings				fishnet_stockings
flag	flag	n03354903	flag%1:06:00::	flag#1	flag
flagpole	flagpole, flagstaff	n03355925	flagpole%1:06:00::	flagpole#2	flagpole
flamethrower	flamethrower	n03356559	flamethrower%1:06:00::	flamethrower#1	flamethrower
flamingo	flamingo	n02007558	flamingo%1:05:00::	flamingo#1	flamingo
flan	flan	n07611267	flan%1:13:00::	flan#1	flan
flashbulb	flash, photoflash, flash_lamp, flashgun, flashbulb, flash_bulb	n03358172	flashbulb%1:06:00::	flashbulb#1	flashbulb
flashlight	flashlight, torch	n03359137	flashlight%1:06:00::	flashlight#1	flashlight
flask	flask	n03359566	flask%1:06:00::	flask#1	flask
flatiron	flatiron, hair_straightener				flatiron
flip-flop	flip_flop, flip-flop, thong	n03368854	flip-flop%1:06:01::	flip-flop#2	flip_flop
flipper	flipper, fin	n03364156	flipper%1:06:00::	flipper#1	flipper
float	float	n03364340	float%1:06:00::	float#6	float
floss	dental_floss, floss	n03175843	floss%1:06:01::	floss#2	floss
flour	flour	n07569106	flour%1:13:00::	flour#1	flour
flower	flower	n11669921	flower%1:20:00::	flower#1	flower
flute	flute, transverse_flute	n03372029	flute%1:06:00::	flute#1	flute
fly	fly	n02190166	fly%1:05:00::	fly#1	fly
flypaper	flypaper	n14872572	flypaper%1:27:00::	flypaper#1	flypaper
flyswatter	swatter, flyswatter, flyswat	n04369282	flyswat%1:06:00::	flyswat#1	flyswatter
foam	foam	n14872697	foam%1:27:00::	foam#2	foam
folder	folder	n03376279	folder%1:06:00::	folder#2	folder
fondue	fondue, fond]	n07867421	fondu%1:13:00::	fondu#2	fondue
food processor	food_processor	n03378174	food_processor%1:06:00::	food_processor#1	food_processor
foot	foot, human_foot, pes	n05563266	foot%1:08:01::	foot#1	foot
football	football	n03378765	football%1:06:00::	football#2	football
football helmet	football_helmet	n03379051	football_helmet%1:06:00::	football_helmet#1	football_helmet
footbath	footbath	n03379343	footbath%1:06:00::	footbath#1	footbath
footprint	footprint, footmark, step	n06645039	footprint%1:10:00::	footprint#1	footprint
footrest	footrest				footrest
fork	fork	n03383948	fork%1:06:00::	fork#1	fork
forklift	forklift	n03384352	forklift%1:06:00::	forklift#1	forklift
fossil	fossil	n09284589	fossil%1:17:00::	fossil#2	fossil
fountain pen	fountain_pen	n03388183	fountain_pen%1:06:00::	fountain_pen#1	fountain_pen
fox	fox	n02118333	fox%1:05:00::	fox#1	fox
frame	frame, framing	n03390983	framing%1:06:00::	framing#2	frame
freezer	deep-freeze, Deepfreeze, deep_freezer, freezer	n03170635	freezer%1:06:00::	freezer#1	freezer
french fries	french_fries, french-fried_potatoes, fries, chips	n07711080	french_fries%1:13:00::	french_fries#1	french_fries
french horn	French_horn, horn	n03394916	french_horn%1:06:00::	French_horn#1	french_horn
frisbee	Frisbee	n03397947	frisbee%1:06:00::	Frisbee#1	frisbee
frog	frog, toad, toad_frog, anuran, batrachian, salientian	n01639765	frog%1:05:00::	frog#1	frog
fruit	fruit	n13134947	fruit%1:20:00::	fruit#1	fruit
fruitcake	fruitcake	n07631350	fruitcake%1:13:00::	fruitcake#2	fruitcake
fudge	fudge	n07605474	fudge%1:13:00::	fudge#1	fudge
fungus	fungus	n12992868	fungus%1:20:00::	fungus#1	fungus
funnel	funnel	n03403643	funnel%1:06:01::	funnel#2	funnel
fur coat	fur_coat	n03404251	fur_coat%1:06:00::	fur_coat#1	fur_coat
furnace	furnace	n03404449	furnace%1:06:00::	furnace#1	furnace
fuse	fuse, electrical_fuse, safety_fuse	n03407369	fuse%1:06:01::	fuse#1	fuse
gallows	gallows	n03412906	gallows%1:06:00::	gallows#1	gallows
game	game	n00455599	game%1:04:00::	game#1	game
garbage	garbage	n03416900	garbage%1:06:00::	garbage#3	garbage
garbage truck	garbage_truck, dustcart	n03417042	garbage_truck%1:06:00::	garbage_truck#1	garbage_truck
gargoyle	gargoyle	n03418488	gargoyle%1:06:00::	gargoyle#2	gargoyle
garlic	garlic, ail	n07818277	garlic%1:13:00::	garlic#2	garlic
garter	garter, supporter	n03421117	garter%1:06:00::	garter#1	garter
gas mask	gasmask, respirator, gas_helmet	n03424325	gasmask%1:06:00::	gasmask#1	gas_mask
gasket	gasket	n03423719	gasket%1:06:00::	gasket#1	gasket
gate	gate	n03427296	gate%1:06:00::	gate#1	gate
gauge	gauge, gage	n02995345	cpu%1:06:00::	CPU#1	gauge
gauze	gauze, gauze_bandage	n03430091	gauze%1:06:01::	gauze#1	gauze
gavel	gavel	n03430313	gavel%1:06:00::	gavel#1	gavel
gazelle	gazelle	n02423022	gazelle%1:05:00::	gazelle#1	gazelle
gear	gear, gear_wheel, geared_wheel, cogwheel	n03430551	gear%1:06:00::	gear#1	gear
gearshift	gearshift, gearstick, shifter, gear_lever	n03432129	gearshift%1:06:00::	gearshift#1	gearshift
gel	gel, colloidal_gel	n14590542	gel%1:27:00::	gel#1	gel
gem	gem, gemstone, stone	n14699752	gem%1:27:00::	gem#2	gem
generator	generator	n03433877	generator%1:06:00::	generator#2	generator
gift	gift	n13265011	gift%1:21:00::	gift#1	gift
ginger	ginger, gingerroot	n07814925	ginger%1:13:02::	ginger#3	ginger
gingerbread man	gingerbread_man	n07638574	gingerbread_man%1:13:00::	gingerbread_man#1	gingerbread_man
giraffe	giraffe, camelopard, Giraffa_camelopardalis	n02439033	giraffe%1:05:00::	giraffe#1	giraffe
girl	female_child, girl, little_girl	n10084295	girl%1:18:02::	girl#2	girl
glass	glass, drinking_glass	n03438257	glass%1:06:00::	glass#2	glass
glasses	spectacles, specs, eyeglasses, glasses	n04272054	glasses%1:06:00::	glasses#1	glasses
globe	globe	n03440512	globe%1:06:00::	globe#3	globe
glove	glove	n03441112	glove%1:06:00::	glove#2	glove
glue	glue, gum, mucilage	n14702875	glue%1:27:00::	glue#1	glue
go-kart	go-kart	n03444034	go-kart%1:06:00::	go-kart#1	go-kart
goalpost	goalpost	n03443149	goalpost%1:06:00::	goalpost#1	goalpost
goat	goat, caprine_animal	n02416519	goat%1:05:00::	goat#1	goat
goblet	goblet	n03443371	goblet%1:06:00::	goblet#1	goblet
goggles	goggles	n03443912	goggles%1:06:00::	goggles#1	goggles
gold	gold, Au, atomic_number_79	n14638799	gold%1:27:00::	gold#3	gold
goldfish	goldfish, Carassius_auratus	n01443537	goldfish%1:05:00::	goldfish#1	goldfish
golf cart	golfcart, golf_cart	n03445924	golf_cart%1:06:00::	golf_cart#1	golf_cart
golf club	golf_club, golf-club, club	n03446070	golf-club%1:06:00::	golf-club#1	golf_club
gondola	gondola	n03447447	gondola%1:06:01::	gondola#2	gondola
gong	gong, tam-tam	n03447721	gong%1:06:00::	gong#1	gong
goose	goose	n01855672	goose%1:05:00::	goose#1	goose
gopher	gopher, pocket_gopher, pouched_rat	n02353861	gopher%1:05:01::	gopher#3	gopher
gorilla	gorilla, Gorilla_gorilla	n02480855	gorilla%1:05:00::	gorilla#1	gorilla
gourd	gourd	n12158031	gourd%1:20:02::	gourd#2	gourd
graffiti	graffito, graffiti	n03451798	graffiti%1:06:00::	graffiti#1	graffiti
grain	grain, caryopsis	n12156819	grain%1:20:00::	grain#7	grain
gramophone	gramophone, acoustic_gramophone	n03452267	gramophone%1:06:00::	gramophone#1	gramophone
